,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160
0,1.22375545365724,1.0,1.0,1.63978521298682,1.22375545365724,1.7290837570436102,1.0,1.35621713421974,2.5554088655588703,1.7821858664920198,1.0,1.6776981814745102,1.50078517291746,1.0,1.0,2.15293013642273,1.35621713421974,1.6591552809406298,1.51414913447544,1.99738638439731,1.0,1.0,2.08030172679391,1.0,1.91099771631064,1.0,1.9214783803756899,2.19354198856622,2.1246672176986103,1.0,1.27253777737524,1.0,1.50078517291746,1.86039790512731,1.80311555489003,1.0,1.71264970162721,1.9929950984313403,1.0,2.0656543935149596,1.9515317905423502,2.5124308948764598,2.16196661636407,2.02271698005103,1.9795938958489299,2.2281436075977403,2.31998001716496,2.31582345775116,2.33021078457153,2.75686422406055,1.86039790512731,2.16494737262184,2.34997649942447,2.3116267318705095,2.7959656849932926,1.9795938958489299,1.91629599456313,2.65879337678793,1.0,2.14060230802033,2.09791640923733,2.61805856151329,2.8227367373303998,2.16196661636407,3.10543183438456,3.22389033899907,2.32205381769557,1.0,2.57996641896508,2.50708640829051,1.6089536992758602,1.71264970162721,1.0,2.1990691962517404,2.4243425157574703,2.2281436075977403,2.2922117533318502,1.03181227133037,2.34020608004002,1.80311555489003,2.09443618801796,2.2151615082948797,2.84491187391214,2.5394775728051,2.37801613554044,2.6064458595020197,1.51414913447544,1.0,2.5517792537768,2.03881878737366,2.46768208471368,2.05816020349183,1.27253777737524,2.72872703365879,2.34218572829369,1.82949674972018,2.59340791827429,2.3576299719567597,2.4070111745361236,2.5889772122605494,2.01861729251944,2.051694800308029,2.48358729696889,2.57194163507446,1.7290837570436102,1.8662873390841899,2.39051119835142,1.0,1.9317120670567598,2.8747426639375497,2.1990691962517404,1.19700472802305,1.3926969532596698,1.78922805726734,2.21250721277008,1.78922805726734,2.1990691962517404,1.10551018476997,2.1559733447399,2.487830996484,2.57077636879475,1.8947589943718899,1.97043986295176,2.39922362152727,2.03881878737366,2.32411776265943,1.51414913447544,2.70975318394786,1.99738638439731,1.91629599456313,2.4371795817525097,1.13830269816628,2.0268191592412297,2.8020961078983997,2.57654865617579,2.39051119835142,2.39051119835142,1.97506399609524,2.56727345531705,2.04277233749767,2.40265679736566,1.0,1.90025785843778,2.4749879809588102,2.8558884820351405,3.17809307891064,2.4542196356600003,2.60213598621294,2.60213598621294,2.34609858337099,1.0,1.0,1.9317120670567598,1.4577305482460001,2.1114977488080298,2.2407488780180898,2.7213983755215096,2.67463153751708,1.0,1.7370335313338798,2.74769140661829
1,1.0,1.0,1.0,1.36865871239223,1.0,1.40500466505037,1.0,1.6744018128452802,2.49375073514548,1.7747358825517499,1.0,1.5763413502057901,1.6349808000512298,1.0,1.0,2.1808424146466803,1.0,1.84360647192451,1.4166405073382802,1.8173008783933202,1.0,1.0,2.08496928847499,1.2276959285716407,1.72745992085791,1.0,1.8478193472952398,1.92116605063774,1.88024177589548,1.0,1.4278105726759898,1.0,1.61394747678035,1.69275881815472,1.6349808000512298,1.0,1.45984464238821,1.69879625179043,1.0,2.08496928847499,1.99602982841108,2.6215501543254702,2.4659030981732997,2.04676821966084,2.05986622041094,2.3675981636798302,2.07258073264895,2.2018612162772597,2.0675543766935,2.63661826542746,1.8262692193937298,2.11554394803222,2.41946007278607,2.28638909722852,2.97886498434766,1.97455774485358,2.09697949456678,2.51997229727045,1.0,2.15044940946088,2.26752371638546,2.76073150667899,2.7928467597260602,2.40086596075657,3.19149852155878,3.2558126244539602,2.45342537127167,1.0,2.55246135996067,2.56582421507114,1.9139727115509702,1.36865871239223,1.0,2.07758590636724,2.66735954618309,2.327894371805322,2.49663909918075,1.0,2.4790423715866297,2.11327469246435,2.2303763858384618,2.3972967767296898,2.7762652182681102,2.5395653457947702,2.33164995455274,2.75854856737798,1.0,1.0,2.489736466517855,1.6744018128452802,2.6930935073824305,2.09461086303214,1.20030318298158,2.8019385301734903,2.4555300473427,2.28019124787214,2.56991205439655,2.4340097093697404,2.2940030257256003,2.60748719198487,1.8035936647713402,2.051694800308029,2.4148898217696004,2.49084303277073,1.7595167594621899,1.9385697562210602,2.4295908022233,1.0,1.90671205694296,2.99387691494121,2.39248590871907,1.0,1.35564305022087,1.75434833571102,2.34664631757689,2.00783309270132,2.1333472655862398,1.0,2.5042397209899,2.3598544467503597,2.6302244107524304,1.6680129716418302,2.33988849722375,2.28638909722852,1.7595167594621899,2.17093610860908,1.0,2.8894305707795,2.18667386749975,2.0359897569364303,2.56746161941083,1.0,2.2055562056939197,2.87144449614393,2.6758791156206203,2.48301642014413,2.4470494441477797,2.00492294929653,2.35462697685295,2.04410838744612,2.3936804740207798,1.0,1.90671205694296,2.47303419197318,2.6464037262230695,3.17622442227948,2.53694963636065,2.7245953272636902,2.7384634394619503,2.08739094499719,1.0,1.7747358825517499,1.9139727115509702,1.52633927738984,2.2427649777521004,1.9487063089048502,2.50799072481969,2.6104791693461,1.0,1.82184092720045,2.68168435352379
2,1.6352323462395,1.0,1.0,1.7213158806059,1.23917430417808,1.55738688205951,1.2985255953219998,1.7434147218006546,2.5195851933519,1.8037301709745401,1.18737969323922,1.9317628884811802,1.5808109726609498,1.0,1.20139712432045,2.11806622171401,1.29830713732851,1.9884251700062998,1.7183771123548999,1.97847725193778,1.22801517510179,1.4138025167693502,1.7646990637983702,1.27600198996205,2.03482891565584,1.0,1.61820504225927,2.22855433653901,2.18828147952267,1.0,1.18920948958231,1.0,1.6969240084054198,1.8136143432383,1.8791532461842502,1.25527250510331,1.72205777133146,2.18011153230892,1.0,2.23993731076526,2.04840295615274,2.5458450114277102,2.44446638802019,2.12710479836481,2.15346423957923,2.2688352899965896,2.085139637939944,2.40784960347914,2.6753704264424503,2.6166802719578,1.83087724711041,2.19233045009832,2.31304423308202,2.59244880042982,2.62194963440819,1.9447046977926001,1.96326825152624,2.58377669263493,1.0,2.20959543200086,1.93247376467715,2.8628913259335698,2.99277215634694,2.4174966042182002,3.13164432353095,3.3042750504771297,2.396026855878935,1.0,2.46482475180181,2.46808874482434,1.68784097040066,1.6502103546603601,1.7290432350485399,2.1155273055275,2.30508253967518,2.37556302885477,2.4315085048641802,1.2754265367416397,2.45358586866669,1.68376726142531,2.12398223621146,2.30715360187584,2.80932398700002,2.5977664657861,2.32787977532252,2.67847740592985,1.4888326343823999,1.0,2.50301397684421,1.4784943476608101,2.5342609679169197,1.9462557071993998,1.6211762817750401,2.83358055229821,2.50586868354195,1.9064427938170299,2.44930865947404,2.48170054862187,2.5164097606760203,2.62353872358549,1.86964234465159,2.11590992187706,2.33005848070116,2.2899121007691603,1.7771729868397002,1.9677008074848525,2.54856752220142,1.45697301363582,2.137650944091515,2.9991892845638994,2.44269921263019,1.0,1.28712962071911,1.8543060418010802,2.3514387554860097,1.7131123658810201,2.30653224751961,1.18766170265296,1.9974737588029798,2.42289337879733,2.6670792054642205,1.92803720640688,2.24267805552638,2.3287362716553397,2.14348321067006,2.2594266265870497,1.43080042462418,2.6830830777792998,2.2969173587824,2.1553664066466998,2.2844871320631404,1.5418911250960001,1.87566885045459,2.7176413826641803,2.60053184658216,2.3394812545496095,2.45945280224886,2.09364927988112,2.5413170905843,2.31925184114025,2.45105688359497,1.3931363002692199,2.12460202789334,2.4953431001959303,2.7812094716891096,3.27962588485616,2.3481782565179503,2.4866146430072003,2.6690517591293,2.00906827619222,1.0,1.0,2.0786199197405,1.8034912569543502,2.1628629933219297,2.1268778688352703,2.7683716719875497,2.65472027316452,1.09638854668737,1.88702621277439,2.8189249540215497
3,1.00987563371216,1.0,1.261985253442651,1.40226138245468,1.0,1.72550326885932,1.0,1.74826557266874,2.5676614544739,1.85600345399722,1.0,1.86027809975224,1.14019367857863,1.0,1.0,2.1595671932336202,1.0,1.8427963951755801,1.4488608456074399,1.9665171764467901,1.0,1.0,2.1210343024723,1.0,1.9631264410819,1.0,2.00518051250378,1.7538127835647,2.06557971472845,1.0,1.41430468812833,1.0,1.49094120535679,1.86882070619752,1.6347794581459498,1.0,1.9203842421783601,2.08141932413493,1.0,2.2088442893407403,2.09670150161,2.60100554817967,2.40659127089715,2.2107731804701696,2.1327398382608798,2.3938909390028,1.97977593272969,2.1724277771514697,2.14185722323837,2.54685100178139,1.9458131265873402,2.27712767122986,2.43332171163078,2.1970323189179997,2.7647065296871203,1.9830396160461,1.7195798577137198,2.4950862136398597,1.0,2.2653132025543,2.2721202088011,2.77589430299756,2.79478073080946,2.2334022778118996,3.1918923508128603,3.2639294436755697,2.33049494230222,1.0,2.3926090304975696,2.56499727975796,1.7679340822607483,1.35005409357903,1.0,2.30459822634364,2.5384480517102204,2.26703085329277,2.4663336881323397,1.0,2.2918792239147003,1.6125719540651797,2.1724277771514697,2.4177041404599304,2.8425905196173704,2.6018319268528,2.3674118351709197,2.72833754641002,1.0,1.0,2.49301167646431,1.40226138245468,2.6337309728853597,2.0232936230366,1.0,2.7563089331518102,2.4309453531683998,1.9203842421783601,2.59934805850241,2.46302652108643,2.4574579879820297,2.7851375637506903,2.13959575846997,1.99581063167604,2.3092894106552597,2.3407414749899798,1.50078517291746,1.9493412067705,2.59267629740073,1.0,2.17029105862539,2.95611077693873,2.29987758767105,1.0,1.0,1.6125719540651797,2.3674118351709197,2.00207962639312,2.3687701985902203,1.0,2.4793305277076803,2.38872270047518,2.6919297928375094,1.5293019977879798,2.0735717283049198,2.4237699886263395,2.1766120999918703,2.3407414749899798,1.505654053458064,2.61484450719371,2.13959575846997,2.1889846994727797,2.37686882163867,1.0,1.8337206904446297,2.76767522402796,2.84566845228732,2.15739631932323,2.54126713866408,1.97977593272969,2.57382275632967,2.10659881321254,2.3200215903695898,1.0,2.1186614628545,2.54592532935584,2.7641088526467206,3.25248165964086,2.49611284942527,2.6213326556580374,2.71540159612307,2.1257414391287197,1.0,1.50078517291746,2.08912762904428,1.6125719540651797,2.10659881321254,2.18284245855869,2.82002402610402,2.7270611532813196,1.0,1.6626634095740402,2.74468406327689
4,1.0,1.0,1.0,1.90918147597785,1.0,1.0,1.0,1.47217114669236,2.54359626847379,1.75587485567249,1.0,1.73062079788728,1.44793286559218,1.0,1.0,2.14335835061547,1.0,1.8078055322706201,1.26481782300954,1.8078055322706201,1.0,1.0,2.08414713315445,1.0,1.6285932558512601,1.0,1.89159320434897,1.8185557792978,2.10109376673666,1.0,1.2833012287035501,1.0,1.8590181438888898,2.0543448887676297,1.66029616027073,1.0,1.3949767195545602,2.01565309853547,1.0,2.15576101287792,1.90918147597785,2.54562869699285,2.3776158305597797,2.13315553819799,2.16061857239947,2.4408776103102903,2.3209351954686,2.17020302298566,2.293541653477212,2.62478727529211,1.91771551655949,1.9048777669634,2.2380461031288,2.0694830939346103,2.7776877556951405,1.92608508692514,2.01565309853547,2.5405171695925697,1.0,2.2043370756281497,2.07834804955536,2.8232916045093703,2.8774059037374,2.34861635273833,3.07386858658319,3.21425025987107,2.31588641570849,1.0,2.4996733389046804,2.5873741720730696,1.77385955237669,1.0,1.0,2.40483371661994,2.61177639699731,2.2130127788080096,2.41582439888876,1.0,2.3579729413368598,1.98416712714699,2.2021339800608195,2.4062335113743196,2.78629702034433,2.605574376061,2.56746161941083,2.68418084956016,1.0,1.0,2.36715084088308,1.0,2.71904940139292,1.97317405268297,1.13257984765974,2.6665086206591497,2.44723557700476,2.273093911672,2.59747578987038,2.3610475381955798,2.35487642251623,2.5684364144168903,2.12273999296236,2.13573674350947,2.45475341996566,2.30382219986285,1.5854607295085001,1.90047637138926,2.55866057954114,1.0,2.26745334160767,2.8712751316017204,2.37613879208048,1.10619089726342,1.2038484637462301,2.07834804955536,2.3175828397802003,2.13315553819799,2.28600712207947,1.0,2.5664964155357595,2.59837461019868,2.5476639646316803,1.8078055322706201,2.18644776077492,2.3073034508667702,1.76192783842053,2.5374286840235096,1.0,2.9484618700612795,2.01565309853547,2.1725445543723603,2.6465213521386297,1.13257984765974,2.12538366046771,2.7580560797542404,2.91273737570876,2.49629295400604,2.4395853007775603,1.88711070312488,2.39501169957809,2.18418019534726,2.39357520326959,1.0,2.0754009555139,2.53117224798262,2.84812134944484,3.24591469758789,2.4212089341351004,2.56551725144467,2.6256416489928998,2.1678192898771296,1.0,2.02893707707068,2.03217537696136,1.67531998333929,2.22986094865499,1.82904633685318,2.6256416489928998,2.71904940139292,1.0,1.73062079788728,2.8158764720424996
5,2.3672067814359905,2.0756199459287803,2.63531281025824,2.93062306071968,2.7029558528042,3.13882353910247,2.2444255721729403,2.40452583977375,2.94280642059589,2.4481340962647797,3.1534520388394798,2.18780263871842,2.60152765446469,2.40563658980667,2.3623127953265097,2.68311911432928,2.02279940451169,2.51039753951415,3.20903219683653,2.46988089937354,2.34472621793986,3.2733462543572096,2.89491391380041,2.0359897569364303,2.54831569852736,1.88575688106927,2.19686674724924,2.8609426026765497,2.43581252504584,2.41557426286985,1.45927202645396,2.2844081725062,2.20924684875337,2.69198275665578,2.2960066693136696,3.3458127048575403,2.81716857238106,2.66361613077088,2.51126823182571,2.39089979717353,2.56650819924462,2.83280898314456,2.5173806648031802,2.41557426286985,2.7219506876156,2.8336633666684197,3.5199696739984705,2.60366391547776,2.5921101086275096,3.0035682306796603,2.49699879774009,2.69198275665578,2.64190026351621,2.9326766586224,3.10287258096093,2.38858072197466,2.49243908778878,2.8941720125660098,3.40955781188945,2.4650257503057205,2.97779217268871,3.08970027387268,3.19183930243781,2.51823748268915,3.3585154228727596,3.57149104780702,2.83152424802912,3.55769483432921,2.92509540600067,2.94513855352471,2.71366691315893,3.7117490381152005,2.8220045340895297,2.82808604266276,2.88132758410055,2.5523274593415497,2.4484252636206714,2.67590659536638,2.59936990869772,2.7556462194566804,2.37084603823598,2.63531281025824,3.2629183574644,2.93233168249547,3.0704036287441303,2.99976541763683,2.5458882613886002,2.2873313627205802,2.6807252062241496,2.89861549741619,3.1083958730074603,2.47752640719435,2.53017407535391,3.19071818832924,2.77061639819169,2.5906412420122797,2.74487165673514,2.65480201456844,2.7850948252416896,3.09421599742378,2.5310188322087903,2.5547313766759703,2.80733203929119,2.3890822639912663,2.45517997554553,2.44915429305388,2.76419108202913,2.5921101086275096,2.43581252504584,2.9550029125001314,2.77159482928748,2.36599311993444,2.8585311823689503,2.35485723947412,2.55868457570005,2.53186194909581,2.6516074874812596,2.3472909758561,2.87281450222325,3.19906370403261,2.9947481531123703,2.78366779623532,2.55393154845633,2.66795700225173,2.78934799206496,2.56026539786271,2.59792543256046,3.2470300446376497,2.8908065145745896,2.5156354459540498,3.0385327379762597,2.91668024912789,2.8532600468001403,3.2092092923256703,3.25963687621106,2.9102614519790397,2.90629193351364,2.6691866656989505,2.86294194179155,2.62524040561715,2.8018768537575798,2.5095116622195497,2.53017407535391,2.77791232270746,3.2972000519476605,3.5480526633113803,2.63795979393943,2.89379504005358,3.00094139797794,2.96811854873492,2.81272623563708,2.43477642166315,2.17854531451101,2.2960066693136696,2.5023998050071,2.9421370813565297,3.0142096171222,3.1671814118056,2.07085025342757,2.5862158578414705,3.1499454092413397
6,1.41830129131975,1.0,1.0,1.5449357658815,1.06781451116184,1.9088065994056698,1.0,1.4048337166199398,2.67813581293303,1.58319877396862,1.0,1.62664826847401,1.21827285357145,1.0,1.0,2.2261615234231202,1.29556709996248,1.74849812661374,1.2776092143040902,2.04504901298896,1.0,1.29556709996248,2.1729530275463502,1.00346053210951,2.005896379681567,1.0,1.46879026209961,2.1633999327868603,1.95779877493,1.0,1.21827285357145,1.0,1.1241780554746799,1.72279839687091,1.7160868537748302,1.0,1.9420576838413999,1.9044450410769098,1.0,2.32813486154333,1.7844746437625199,2.603187691605,2.3897506588375097,2.2465724341217004,2.06363354523078,2.40110746547946,1.0,2.29907126002741,2.02893707707068,2.62819473145783,1.9000392354873201,2.3736474722092202,2.4295746511427003,2.22406666433477,2.40389229555942,1.8632633636504798,1.8385342705118701,2.63236617189585,1.0,2.18915330296189,1.9000392354873201,2.7707268579124804,2.95553382023103,2.1729530275463502,2.85072585874763,3.20766936801366,2.10133457322018,1.0,2.53322535214212,2.5681430316577,1.84862011743413,1.32980452216407,1.0,2.26028609590986,2.06363354523078,2.41353445443114,2.0872133412316103,1.0,2.1177020612093203,1.7293268096468601,2.1776230616313503,2.3214741510305603,2.91798837393815,2.66442571451084,2.48962103225797,2.61887404007712,1.31302311032324,1.0,2.41353445443114,1.0,2.50978030075959,2.04186620272129,1.5245259366263797,2.83664686773911,2.46609617405374,1.57391544042155,2.4500950758716002,2.27360307659054,2.30083451916161,2.5311466824502005,2.2047709362855197,1.9692760954889301,2.34117723524736,2.4744639453212898,1.1737688231366499,1.83340212923186,2.75833648733098,1.0,2.40110746547946,2.9929553745584,2.3078168266624304,1.0,1.4315245841874498,1.5449357658815,2.3456907010214576,1.6585837154070602,2.14116746864623,1.0,1.9460590603851202,2.5841615449428703,2.54852453825113,1.83340212923186,2.11230330337593,2.4907588671731897,1.1737688231366499,2.36155786144052,1.6736658762456997,2.6315350830187403,2.34277786738725,2.02234587626988,2.3060817456579796,1.31302311032324,1.6428600525844899,2.8966309205417997,2.9094757950169905,2.2465724341217004,2.33469495886716,2.14367043347016,2.44884539551114,2.0872133412316103,2.50978030075959,1.0,2.0872133412316103,2.5258995902372403,2.4791864735462403,3.18204069004835,2.4025021126642203,2.54348445697816,2.75009164252212,2.13605434955106,1.0,1.0,1.86799751034495,1.39075852873872,2.2919457501700697,2.23852281221829,2.6315350830187403,2.39118219626137,1.0,1.89564350482408,2.739089526744
7,1.5162708827293403,1.0,1.37657695705651,1.67108023273885,1.5162708827293403,1.86320385902863,1.1978316933289,1.92957217907655,2.49982449583958,1.7552648914122502,1.0,1.45969397647797,1.8691730273216798,1.0,1.0,2.09054019975424,1.0,1.99602982841108,1.37657695705651,2.16217593653016,1.0,1.6892200372638402,2.43754446179749,1.0,2.05361617440439,1.0,1.57806588383609,1.81928064697248,2.25870910056983,1.7703364410951499,1.4282968139828798,1.0,1.4889735247265101,1.9397188823541,1.8572118423168897,1.10585067438514,2.00902574208691,2.18269990333604,1.0,2.01749244647728,1.7552648914122502,2.67120988117674,2.36297228769207,2.00902574208691,2.35724857693629,2.38689116945243,2.1561249468226,2.30648936270848,2.17983892802319,2.7510480348201902,2.08339510788965,2.18269990333604,2.5279133240548997,2.3832833877424178,2.75950164804821,1.6892200372638402,1.8920946026904801,2.601433856054347,1.0,2.09408662708319,2.2409845747082766,2.84239703242377,2.8808821596806498,2.43112242240123,3.2824770972933,3.38051694978719,2.2563087491219305,1.6422666189026698,2.52006410180879,2.64725579320122,1.7235377615320602,1.6981005456233897,1.0,2.27290861269025,2.42130771600335,2.40616533327655,2.15917603179347,1.2736955879300902,2.40957810728864,1.9346499229007101,2.1010249403526897,2.33965015761368,2.7766648702226098,2.7817553746524704,2.57454054120444,2.79105171725312,1.37657695705651,1.0,2.25144353503336,1.8258154449851998,2.6776890594614304,2.20774205260695,1.41178800454387,2.9282421831573098,2.57220920464439,1.7316693318286398,2.53561054590879,2.47127703870022,2.4485671997481,2.58602438238698,1.90314427040954,2.01749244647728,2.3043181544900597,2.4196584109605803,1.9871297676598998,1.76290352849906,2.4516636494104103,1.0,2.1010249403526897,2.8854573422864997,2.19678393773771,1.0,1.39462676427221,1.98258779070166,2.34558935374065,2.18839407126143,2.32130838977591,1.1389339402569199,2.06501921413625,2.64528468822092,2.6301837064568,2.29556709996248,1.8058405488146698,2.2288621285305603,2.6239931578054,2.34951064313748,1.1389339402569199,2.9292707293737696,2.12784959018764,2.20774205260695,2.39399613325835,1.41178800454387,1.86320385902863,2.78247262416629,2.6502006366173796,2.5406797728306403,2.54567814979203,2.30648936270848,2.4756857129806,2.27290861269025,2.44387291877104,1.0,2.2843856099957702,2.5483767446444494,2.82376757229655,3.37341041941962,2.26822683766463,2.57570730147668,2.5080311725929,1.99602982841108,1.0,1.7397305285647198,1.66162340922923,1.7316693318286398,2.1469028699282,2.05747591582625,2.57801998503221,2.7416321307914306,1.0,1.8976820617964199,2.84490566700082
8,1.0,1.0,1.0,1.64806712944893,1.20736503746907,1.54851225634104,1.08170727009735,1.3656751404559198,2.48288786937649,1.64806712944893,1.0,1.69495600224982,1.45132580848952,1.0,1.0,1.99616129336801,1.0,1.41912930774198,1.58433122436753,1.96397660999661,1.0,1.17926446433903,1.92921450373739,1.0,1.89702195606036,1.0,1.9133899436317598,2.13522809022606,2.00923837096847,1.2523599055307908,1.3656751404559198,1.0,1.5229655954919898,1.72073797701843,1.65791593682996,1.0,1.5607433010547098,2.0423392045635502,1.0,2.09833216784768,2.01355343054168,2.4914317356829705,2.138429020006,1.96397660999661,1.99171327571309,2.2196631007370202,1.001733712809,2.22230018117379,2.0423392045635502,2.61020220940222,1.81776363228037,2.06937205430851,2.37750659240663,2.3227566600777596,2.64511756680654,1.84997191232885,1.8042076050820401,2.5292121256054,1.0,1.93434692673826,1.9543390086024601,2.62285617943248,2.8178495180254703,2.3847833732339905,2.97524334356144,3.1685122151077096,2.28350475654383,1.0,2.4437635069775,2.43741758176682,1.23375736296551,1.32592595577147,1.0,2.0841113519406798,2.39899839649919,2.1951798424319,2.3847833732339905,1.0,2.29477475221844,1.96397660999661,2.09127996422884,2.23271664977817,2.60156026527619,2.4637735788993997,2.25520011665712,2.65582968092727,1.0,1.0,2.3391134147713997,1.0,2.41780372263988,1.96397660999661,1.41912930774198,2.70654710264036,2.47123301864965,2.1721941284669297,2.54444013731769,2.4161243720654704,2.26721867662012,2.52139962811538,1.84997191232885,1.8437309651120901,2.40935818993016,2.31856415510118,1.8311238303300286,1.76826801645155,2.3227566600777596,1.0,1.987219229908,2.93609633776745,2.390383632740245,1.20736503746907,1.2588766293721299,1.73719264270474,2.26484142532915,2.1604224442427933,2.115510662385,1.04375512696868,2.0948203803548,2.52401944041029,2.4814569614170097,1.8437309651120901,2.0502637226458003,2.44533949874279,2.1221831000938702,2.23271664977817,1.43552585149865,2.5160988770523502,2.01355343054168,1.79719826983896,2.37566361396089,1.49568306761692,1.7901443650428999,2.7480096194185,2.50668087930011,2.15411952551585,2.550132548083347,1.99171327571309,2.39548365434517,2.12548126570059,2.26004752499532,1.0,1.9734049744100601,2.55794007755334,2.76990141292773,3.15019440928025,2.43421749430515,2.7624834999528503,2.60481983097834,2.14160653011825,1.0,1.0,1.89702195606036,1.43552585149865,2.2196631007370202,2.20074109023513,2.6634464918495295,2.5518523878463397,1.0,1.920012088903318,2.68463893298323
9,2.14587979647062,2.32403539291392,2.64002404410887,1.95351808144499,2.14989620715876,3.03445999950558,2.16563006237618,2.44912341318456,2.65408023530657,2.24318692413147,1.8591983615338799,2.16755362119682,2.70276646769512,2.54538134849436,1.30920417967041,2.65470584661368,2.67071886501776,2.51097373134893,2.00945089579869,2.36862154396549,2.06149017662482,1.9309999419561499,2.47168767748721,1.94723760787067,2.24479647874762,2.55099838976978,2.3320140580055697,2.37104938126227,2.40575603977396,2.13773379475371,2.01494034979294,1.84732583078542,2.06636320225849,2.51184327040711,2.1807851349734397,2.68265040578146,2.5795206545846403,2.5612326066603397,2.3588291816933196,2.6361166315679703,2.4639676036208997,2.57350980140703,2.68965509090627,2.44098775147616,2.2818057696266,2.63479959653746,2.8477391890142996,2.58249516886351,2.5221833176186896,2.688860373186056,2.30061721980658,2.46976312459806,2.51703746377229,2.74702317745163,2.83555106764971,2.45213925235255,2.47832114370415,3.0867298912132997,3.9341033666082597,2.31590739966626,2.73677087006142,3.1038857846003105,2.8997001522694803,2.3674118351709197,3.27495409546452,3.31675639903242,2.70500795933334,3.48005295847763,2.61256135621791,2.70834440317613,2.13773379475371,2.89434929823528,3.6081172193213797,2.6354535864286404,2.5364195471277298,2.51357714294684,2.68206380784874,1.2793520367737679,2.5627923132736,2.38758557071528,2.34625514936139,2.4389377010955298,2.9750547967925094,2.8034571156484103,2.56741458602977,2.8823423578958303,2.3933470290664802,2.31590739966626,2.5712428505602203,3.1506858420866,2.77829599108883,2.46005548688889,2.55338536525379,2.8284858861449904,2.64902314545139,2.29776051109913,2.6838212300456297,2.46202344463563,2.6615571430280296,2.69425411202528,2.1057145105709196,2.4231967057406,2.47832114370415,2.4440604177407796,2.16366815378267,2.20612396399185,2.73883603051403,2.5461970644860603,2.29203443599474,2.80919596696735,2.60699367547505,1.94723760787067,2.43165319734658,2.4501258867319504,2.22336612643986,2.64196959770206,2.44304382864834,1.9719712763997599,2.6861623975045497,3.0561384457463103,2.68323621246986,2.98930295146452,2.228400358703,2.4659179532119397,2.47832114370415,2.60064623566239,2.3513323996263797,3.1215598441875,2.66829271044822,2.3550873800748997,2.71385160500818,2.1187936279443504,2.7209114288540097,3.11721493317268,3.2128452089644597,2.78017324364259,2.7325947755552797,2.5681899862196698,2.67132097761271,2.42106071919188,2.94148161734449,2.37463838412019,2.47263945188065,2.7010755631445003,3.25307376145736,3.32775728069759,2.67253193541504,2.63806973558436,2.8767661376282296,3.20466793361802,3.2485592910339904,2.2652424686338,2.23994980790875,2.1251883841686,2.4090704375590297,2.64518638929519,2.73832066032103,3.10345477736808,1.96590691549519,2.93043449738371,2.98470279586312
